STU_ID,P1TYPEPS,P1HIDEG2,S2TYPEPS2013,S3REPUTATION,X1PAR2EDU,X3TCREDAPIB,X1MOMEDU,X2PAR2EDU,X3TCREDAPMTH,X1DADEDU,P1HIDEG1,X3TAGPAWGT,X1PAR1EDU,S2FR4Y,X1SESQ5,X1SESQ5_U,X1PAREDU,X2DADEDU,X3THIMATH,X3TCREDGEN,X2MOMEDU,X2X1TXMSCR,X3WORK,X3THILANG,X2SESQ5_U,X3CLGANDWORK,X2TXMTH1,S2FR2YPUB,S3WORK,X2PAREDU,X3T1CREDCALC,X3THISCI,X2TXMTSCOR,X2TXMTH,X2REQLEVEL,X2TXMTH4,X2TXMSCR,X2TXMTH2,X1TXMSCR,S3CLGAPPNUM,X2TXMTH5,X2SESQ5,S3SOCIALLIFE,S2ANYAP,X1TXMTSCOR,S2PSATNUM,S3FOCUS,X3TCREDAPSS,X2PAR1EDU,X1TXMPROF4,X2TXMTH3,A2HIGHERED,X3TCREDAPENG,X3THIPHY,X3TCREDAPSCI,X2TXMPROF5,P1INCOMECAT,A1UNPREP,X2TXMPROF6,X1PAR2OCC2,X1FAMINCOME,S3CHOICEAPPCNTRL,A2PRNTINV,X3TCREDADV,S3CLGCNTRL,N1INVOLVEMNT,X3TGPAWGT,X3T1CREDPHYS,X2TXMPROF4,X3TCREDLANG,C2PCTAP,S2FRCLGEXAM,S2CANTAFFORD,S1PSAT,X1TXMPROF5,S2DEGREE2013,X1TXMPROF3,S2IMPACTIVITY,S2SUREBA,M1INVOLVEMNT,X3TCREDHON,X1TXMQUINT,undermatched
10002,3,2,3,1,2,0.0,3,2,0.0,2,3,4.0,3,2,2,2,3,2,6,27.0,4,49.471,1,8,2,1,1.0097,2,1,4,0,2,54.0863,1.0097,4,1.0097,72.4904,1.0097,35.8045,3,1.0097,2,2,2,47.6821,0,1,0.0,4,0.0582,1.0097,50,0.0,0,0.0,0.0664,3,3,0.022,51,3,2,2,0.0,2,4,4.0,0,0.2955,4.0,30,1,3,1,0.0512,3,0.1768,2,2,2,0.0,2,1
10004,3,-7,-8,-8,-7,6.5,0,4,0.0,0,4,4.5,4,-8,5,4,4,4,6,12.5,2,-8.0,-8,3,2,-8,-8.0,-8,-8,4,0,1,-8.0,-8.0,-8,-8.0,-8.0,-8.0,38.0888,-8,-8.0,2,-8,-8,49.269,-8,-8,2.0,2,0.0662,-8.0,50,2.0,1,0.0,-8.0,5,2,-8.0,-7,5,-8,3,5.0,-8,-9,4.5,1,-8.0,2.0,38,-8,-8,1,0.0531,-8,0.2459,-8,-8,-9,10.5,3,0
10010,4,2,3,-7,2,3.0,3,3,0.0,2,3,4.0,3,5,3,4,3,3,11,28.0,4,76.633,2,11,4,4,1.8431,5,2,4,0,5,61.4352,1.8431,5,1.8431,86.8286,1.8431,55.5463,4,1.8431,4,-7,2,63.7986,1,-7,0.0,4,0.6289,1.8431,80,0.0,0,1.5,0.5677,4,2,0.0577,15,4,-1,2,6.0,-7,1,4.0,0,0.8416,7.0,33,1,2,1,0.1865,4,0.9806,3,1,2,0.0,5,0
10012,3,7,3,1,7,2.0,7,7,1.0,7,7,4.0,7,4,5,5,7,7,13,23.5,7,83.0978,2,11,5,2,1.8587,0,2,7,1,3,61.5733,1.8587,5,1.8587,87.1006,1.8587,59.8627,5,1.8587,5,2,2,67.6823,2,1,0.0,7,0.8513,1.8587,100,0.0,1,0.0,0.5852,13,2,0.0594,19,13,-1,1,8.0,2,1,4.0,1,0.8477,7.0,43,3,3,1,0.3473,3,0.9961,1,1,1,0.0,5,0
10015,3,4,3,1,4,4.0,4,5,1.0,4,4,4.5,4,3,5,5,4,5,13,13.0,5,59.6163,2,6,5,2,0.9774,0,2,5,1,2,53.8011,0.9774,4,0.9774,71.9514,0.9774,43.4663,1,0.9774,5,1,1,53.4016,1,1,1.0,5,0.1077,0.9774,99,1.0,0,0.0,0.0627,11,1,0.0216,13,11,2,-4,3.0,2,2,4.5,0,0.2752,3.0,75,2,3,1,0.0622,3,0.526,2,2,1,16.0,4,0
10018,3,4,-7,1,4,0.0,4,5,0.0,7,7,4.0,7,5,5,5,7,7,8,28.0,5,76.9299,2,3,5,2,2.1713,5,2,7,0,2,64.3299,2.1713,4,2.1713,92.2431,2.1713,55.7519,2,2.1713,5,2,2,63.9808,1,1,0.0,7,0.642,2.1713,85,0.0,0,0.0,0.8624,4,2,0.1153,25,4,2,1,0.0,2,2,4.0,0,0.9347,2.0,-7,2,3,1,0.192,-7,0.982,2,1,-8,0.0,5,0
10037,2,3,3,1,3,1.0,3,4,0.0,3,3,4.5,3,3,4,5,3,4,7,14.0,4,74.9891,2,6,4,2,0.7955,1,2,4,0,1,52.1973,0.7955,4,0.7955,68.9147,0.7955,54.3978,2,0.7955,4,1,1,62.7847,0,1,1.0,4,0.5533,0.7955,80,0.0,0,0.0,0.0486,5,-8,0.0198,49,5,1,-9,1.0,1,-8,4.5,0,0.1808,3.0,15,2,3,1,0.1597,3,0.9709,1,1,-8,9.0,5,1
10039,3,4,3,1,4,4.5,4,5,1.0,4,4,4.0,4,2,5,5,4,5,13,25.5,5,79.5801,2,11,5,2,-1.406,2,2,5,1,5,32.784,-1.406,5,-1.406,32.2222,-1.406,57.5591,-9,-1.406,4,1,1,65.5911,1,1,1.5,5,0.748,-1.406,58,0.0,1,1.0,0.0323,6,-9,0.0159,49,6,-9,3,5.5,1,2,4.0,1,0.0272,3.0,40,4,2,1,0.2485,3,0.9907,2,1,2,0.0,5,0
10049,3,5,3,1,5,9.0,5,6,2.0,2,2,4.5,2,3,4,4,5,2,13,8.0,6,74.6197,2,5,4,2,2.7452,1,2,6,1,5,69.39,2.7452,5,2.7452,100.24,2.7452,54.1378,9,2.7452,4,3,1,62.5559,1,1,3.0,2,0.5359,2.7452,100,2.0,5,2.0,0.9921,6,1,0.4146,43,6,2,1,10.5,2,2,4.5,1,0.989,3.0,40,4,3,1,0.1544,3,0.9682,1,1,1,10.0,5,0
10059,-8,-8,3,1,-8,10.0,-8,5,2.0,-8,-8,4.5,-8,3,-8,-8,-8,5,13,10.0,5,-9.0,2,6,5,2,1.1614,1,2,5,1,5,55.4241,1.1614,4,1.1614,75.0257,1.1614,-8.0,3,1.1614,5,2,2,-8.0,1,1,3.0,5,-8.0,1.1614,70,2.0,0,2.0,0.0913,-8,2,0.0243,-8,-8,1,2,10.0,1,3,4.5,0,0.4021,3.0,25,4,4,-8,-8.0,3,-8.0,1,2,1,12.0,-8,0
10078,3,7,3,1,7,9.0,5,7,2.0,7,5,4.0,5,3,5,5,7,7,13,12.0,6,92.5939,2,11,5,2,2.3151,1,2,7,1,5,65.5973,2.3151,5,2.3151,94.3914,2.3151,65.5473,18,2.3151,5,1,1,73.529,3,1,3.0,6,0.973,2.3151,50,2.0,5,1.0,0.9282,13,4,0.1614,29,13,2,3,15.0,2,-8,4.0,1,0.9572,4.0,10,3,4,1,0.7181,3,0.9997,2,1,-8,0.0,5,0
10084,2,2,3,1,2,1.0,3,2,0.0,2,3,4.0,3,2,4,4,3,2,11,18.5,4,82.035,1,0,3,1,1.2116,1,1,4,0,5,55.8666,1.2116,3,1.2116,75.8686,1.2116,59.1788,1,1.2116,3,-9,1,67.0552,1,1,0.0,4,0.8246,1.2116,50,0.0,0,1.0,0.1032,3,2,0.0253,53,3,1,2,4.5,1,3,4.0,0,0.4402,0.0,35,3,3,3,0.3146,3,0.995,3,2,4,1.0,5,1
10112,3,4,3,2,4,9.0,5,5,3.0,0,5,4.5,5,3,5,5,5,5,13,7.5,6,97.9365,2,10,5,2,3.3081,1,2,6,1,5,74.3539,3.3081,5,3.3081,107.085,3.3081,68.127,8,3.3081,5,1,1,77.4288,2,1,2.0,6,0.992,3.3081,85,1.0,1,2.0,0.9996,8,1,0.8221,17,8,2,1,8.0,2,2,4.5,1,0.9984,4.0,20,3,2,3,0.8974,-9,0.9999,2,1,2,13.0,5,0
10131,3,5,3,1,5,10.0,2,6,2.0,5,2,4.5,2,5,5,4,5,6,13,7.5,2,95.4905,3,11,5,5,3.4697,5,3,6,1,5,75.7788,3.4697,4,3.4697,108.821,3.4697,67.0453,10,3.4697,5,2,1,75.5809,1,1,3.0,2,0.9857,3.4697,75,2.0,5,2.0,0.9999,6,2,0.8919,19,6,2,1,10.0,2,-8,4.5,1,0.9991,4.0,40,1,-9,2,0.827,4,0.9999,2,1,-8,6.5,5,0
10154,3,2,3,-7,2,4.0,2,2,1.0,2,2,4.5,2,2,4,4,2,2,11,13.5,2,68.5688,1,4,2,5,1.3064,3,1,2,0,1,56.7026,1.3064,4,1.3064,77.4716,1.3064,49.8262,0,1.3064,2,-7,1,58.7944,1,4,2.0,2,0.2801,1.3064,50,1.0,1,0.0,0.1328,3,2,0.0275,27,3,-7,3,4.0,-7,3,4.5,1,0.5134,2.0,-9,3,2,2,0.095,1,0.8761,2,2,4,10.0,4,0
10158,3,4,3,1,4,1.0,5,5,1.0,4,5,4.5,5,3,5,5,5,5,10,14.5,6,59.9033,1,3,5,1,1.2132,1,1,6,0,1,55.8804,1.2132,5,1.2132,75.895,1.2132,43.6711,3,1.2132,5,1,2,53.5701,2,1,0.0,6,0.1104,1.2132,72,0.0,1,0.0,0.1036,5,4,0.0253,49,5,2,2,1.0,2,3,4.5,1,0.4414,2.0,8,3,4,1,0.0627,3,0.5393,2,1,1,7.0,4,0
10166,3,4,3,-9,4,2.0,4,5,0.0,4,4,4.0,4,4,5,5,4,5,8,16.0,5,72.128,2,5,5,2,2.3942,5,2,5,0,2,66.2954,2.3942,4,2.3942,95.5238,2.3942,52.3705,1,2.3942,5,-9,1,61.0067,4,1,0.0,5,0.4203,2.3942,-9,2.0,0,0.0,0.951,5,-8,0.1946,29,5,1,4,3.0,1,-9,4.0,0,0.9663,2.0,1,3,3,3,0.1241,3,0.9426,1,1,-8,2.0,5,1
10170,3,4,3,1,4,9.0,2,5,2.0,4,2,4.5,2,3,4,4,4,5,13,13.0,2,75.4539,3,6,4,5,2.8227,1,3,5,1,5,70.0737,2.8227,5,2.8227,101.231,2.8227,54.724,3,2.8227,4,1,1,63.0721,1,1,4.0,2,0.575,2.8227,86,0.0,0,3.0,0.9948,3,3,0.4757,11,3,2,3,8.0,1,3,4.5,0,0.9915,3.0,30,3,4,1,0.1668,3,0.974,1,1,-9,11.0,5,0
10171,3,-7,3,2,-7,4.0,4,5,1.0,0,4,4.5,4,4,5,5,4,5,13,3.0,5,81.3316,3,6,5,5,2.1524,0,3,5,1,5,64.1629,2.1524,4,2.1524,91.95,2.1524,58.7204,2,2.1524,5,1,2,66.6382,1,1,1.0,5,0.8048,2.1524,98,1.0,0,1.0,0.8509,4,1,0.1104,-7,4,1,1,16.0,1,2,4.5,0,0.9311,3.0,45,4,4,1,0.2943,3,0.994,2,1,-8,10.0,5,0
10217,3,2,3,1,2,4.0,2,2,1.0,5,5,4.5,5,3,-8,-8,5,6,13,13.0,2,-9.0,1,5,5,1,2.341,1,1,6,1,1,65.8264,2.341,5,2.341,94.7666,2.341,-8.0,1,2.341,4,1,1,-8.0,3,1,2.0,6,-8.0,2.341,97,1.0,1,0.0,0.9365,6,-9,0.1717,29,6,2,-7,4.0,2,-8,4.5,1,0.9604,3.0,-6,4,3,-8,-8.0,3,-8.0,1,1,-8,7.0,-8,0
10226,3,3,3,1,3,0.0,3,4,0.0,5,5,4.0,5,5,5,5,5,6,11,31.0,4,86.5584,2,3,5,2,1.3385,5,2,6,0,1,56.9856,1.3385,5,1.3385,78.018,1.3385,62.0209,1,1.3385,5,1,2,69.7227,1,1,0.0,6,0.9158,1.3385,60,0.0,0,0.0,0.1453,6,2,0.0283,11,6,2,2,0.0,2,-8,4.0,0,0.538,2.0,5,3,4,3,0.4695,3,0.9984,2,1,-9,0.0,5,1
10227,1,3,3,2,3,2.0,3,4,0.0,4,4,4.0,4,3,4,4,4,5,11,23.0,4,71.5721,2,3,4,5,1.2526,1,2,5,0,2,56.2285,1.2526,4,1.2526,76.5608,1.2526,51.9739,5,1.2526,4,4,1,60.6604,2,1,2.0,5,0.3959,1.2526,91,0.0,0,0.0,0.1147,4,-9,0.0262,41,4,-1,1,2.0,1,2,4.0,0,0.4718,2.0,60,2,4,2,0.1186,3,0.9349,1,1,2,3.5,5,1
10238,3,3,3,1,3,0.0,4,5,0.0,3,4,4.5,4,3,5,5,4,4,11,20.0,5,91.4713,1,4,5,1,1.9441,1,1,5,0,1,62.3258,1.9441,4,1.9441,88.5635,1.9441,64.9212,2,1.9441,5,3,1,72.7773,2,1,0.0,4,0.966,1.9441,89,0.0,0,0.0,0.6768,6,3,0.0702,49,6,1,2,0.0,1,2,4.5,0,0.8778,2.0,10,4,3,0,0.6715,3,0.9996,1,1,3,12.0,5,0
10264,-8,-8,4,1,-8,10.0,-8,-7,2.0,-8,-8,4.5,-8,2,-8,-8,-8,0,13,11.0,4,-9.0,3,6,3,5,1.0614,4,3,4,1,5,54.5425,1.0614,3,1.0614,73.3533,1.0614,-8.0,6,1.0614,1,2,1,-8.0,2,1,2.0,4,-8.0,1.0614,89,1.0,1,4.0,0.0733,-8,1,0.0227,-8,-8,-1,2,10.0,1,-8,4.5,1,0.3299,1.0,40,4,2,-8,-8.0,4,-8.0,1,2,-8,11.0,-8,0
10266,3,5,3,1,5,4.0,5,6,2.0,5,5,4.0,5,4,5,5,5,6,13,14.0,6,71.4633,2,7,5,2,2.1573,0,2,6,1,5,64.2059,2.1573,4,2.1573,92.0256,2.1573,51.8962,1,2.1573,5,2,1,60.5927,1,1,0.0,6,0.3912,2.1573,100,0.0,0,2.0,0.8539,10,2,0.1116,15,10,2,1,5.0,2,1,4.5,0,0.932,4.0,50,4,4,1,0.1176,3,0.9333,2,1,1,19.0,5,1
10274,4,4,3,1,4,5.0,4,5,1.0,4,4,4.5,4,2,4,4,4,5,13,16.0,5,77.4522,2,6,5,2,2.2983,5,2,5,1,1,65.4494,2.2983,5,2.2983,94.1472,2.2983,56.1123,3,2.2983,5,1,1,64.3005,3,1,3.0,5,0.6646,2.2983,-8,1.0,1,0.0,0.9222,3,1,0.1552,51,3,2,-8,5.0,2,-8,4.5,1,0.955,6.0,-6,4,4,1,0.2019,3,0.9842,1,1,2,11.0,5,0
10280,3,4,3,1,4,5.5,7,5,1.0,4,7,4.0,7,3,5,5,7,5,13,20.0,7,77.8146,1,4,5,1,2.7224,2,1,7,1,1,69.1897,2.7224,4,2.7224,99.946,2.7224,56.3613,4,2.7224,5,1,1,64.5217,1,1,2.5,7,0.6798,2.7224,98,2.0,1,0.0,0.991,5,-9,0.3972,15,5,1,2,8.5,1,-8,4.0,1,0.9881,2.0,38,3,3,1,0.2091,3,0.9855,2,1,-8,0.0,5,0
10286,3,4,3,2,4,4.0,4,5,1.0,4,4,4.0,4,3,5,5,4,5,13,25.5,5,89.91,2,6,4,2,3.2461,1,2,5,1,5,73.807,3.2461,4,3.2461,106.378,3.2461,64.0228,3,3.2461,5,1,1,71.7701,1,1,1.0,5,0.9539,3.2461,65,0.0,2,2.0,0.9995,4,3,0.7882,17,4,1,3,7.0,1,3,4.0,1,0.998,3.0,10,4,4,1,0.6057,3,0.9993,2,1,-8,0.0,5,0
10290,3,4,3,-4,4,4.5,4,5,1.0,4,4,4.0,4,3,5,5,4,5,13,17.5,5,79.1104,2,11,5,2,1.5358,0,2,5,1,1,58.7252,1.5358,5,1.5358,81.4246,1.5358,57.2429,-4,1.5358,5,-4,1,65.308,3,1,1.5,5,0.7309,1.5358,90,0.0,1,0.0,0.2598,11,2,0.0355,11,11,-4,3,5.5,2,1,4.0,1,0.6797,4.0,70,4,4,1,0.2373,3,0.9895,2,1,2,1.0,5,0
10302,3,2,3,1,2,2.0,2,2,0.0,2,2,4.0,2,3,4,4,2,2,11,22.5,2,43.0112,2,3,2,2,0.5645,0,2,2,0,1,50.1604,0.5645,4,0.5645,65.0046,0.5645,30.5479,3,0.5645,2,2,1,44.1058,2,1,1.0,2,0.0476,0.5645,80,1.0,1,0.0,0.0399,5,-8,0.0183,11,5,1,3,3.0,1,-8,4.0,1,0.107,2.0,40,4,3,0,0.0487,3,0.0881,2,1,3,1.5,2,0
10316,3,5,3,1,5,3.0,4,6,1.0,5,4,4.75,4,4,5,5,5,6,13,8.5,5,68.9877,2,6,5,2,2.4139,0,2,6,1,3,66.4686,2.4139,5,2.4139,95.8,2.4139,50.1258,1,2.4139,5,2,2,59.0537,2,1,1.0,5,0.2943,2.4139,100,1.0,1,0.0,0.9556,6,1,0.2038,11,6,2,-7,3.0,2,2,4.75,1,0.9683,3.0,-6,4,4,1,0.0977,3,0.8862,1,1,2,13.5,5,0
10320,-8,-8,3,1,-8,10.0,-8,5,1.0,-8,-8,4.5,-8,5,-8,-8,-8,5,13,11.0,5,-9.0,1,5,4,1,2.5281,5,1,5,1,5,67.476,2.5281,4,2.5281,97.3737,2.5281,-8.0,10,2.5281,4,3,1,-8.0,2,1,3.5,5,-8.0,2.5281,40,2.0,5,3.0,0.9751,-8,-8,0.2648,-8,-8,2,-7,9.5,1,-8,4.5,1,0.9778,3.5,-6,4,3,-8,-8.0,3,-8.0,1,1,-8,6.5,-8,0
10325,4,2,3,1,2,0.0,2,2,0.0,2,2,4.0,2,5,2,3,2,2,11,21.0,2,75.5673,1,5,2,1,2.058,5,1,2,0,2,63.3305,2.058,4,2.058,90.4519,2.058,54.8034,5,2.058,2,2,2,63.1422,2,1,0.0,2,0.5803,2.058,80,0.0,0,0.0,0.7826,3,2,0.0893,49,3,1,3,3.0,1,4,4.0,0,0.9102,3.0,65,3,4,3,0.1686,3,0.9747,1,1,4,2.0,5,0
10326,3,7,3,1,7,11.0,7,7,2.0,7,7,4.75,7,4,5,5,7,7,13,11.0,7,94.7537,1,6,5,1,3.1707,5,1,7,1,5,73.1427,3.1707,5,3.1707,105.499,3.1707,66.6839,10,3.1707,5,1,1,75.0439,2,8,5.0,7,0.9831,3.1707,-9,1.0,5,2.0,0.9992,3,-9,0.7417,-7,3,-1,1,10.0,2,3,4.5,1,0.9974,3.0,-9,4,3,1,0.8015,4,0.9998,1,1,-8,11.0,5,0
10355,3,7,3,1,7,6.0,5,7,2.0,7,5,4.0,5,3,5,5,7,7,13,18.0,6,75.4826,1,6,5,1,2.5495,1,1,7,1,5,67.6643,2.5495,4,2.5495,97.6622,2.5495,54.7441,4,2.5495,5,2,2,63.0899,2,1,0.0,6,0.5764,2.5495,63,2.0,5,1.0,0.9777,7,3,0.2777,29,7,2,3,17.0,2,4,4.0,1,0.9793,2.0,20,4,3,3,0.1672,4,0.9742,1,1,-8,0.0,5,0
10369,3,2,3,1,2,1.0,3,-7,0.0,2,3,4.0,3,1,4,4,3,0,11,17.0,4,53.3036,1,3,3,1,0.7569,2,1,4,0,2,51.8573,0.7569,4,0.7569,68.2679,0.7569,38.806,4,0.7569,4,1,1,49.7845,1,1,0.0,4,0.0695,0.7569,55,1.0,1,0.0,0.0466,4,3,0.0195,47,4,1,4,10.0,1,2,4.0,1,0.1651,2.0,10,4,3,3,0.0539,3,0.2733,2,1,4,2.0,3,0
10379,3,4,3,2,4,1.0,5,5,0.0,4,5,4.0,5,4,5,5,5,5,11,26.0,7,53.8578,1,5,5,1,0.6889,0,1,7,0,1,51.2572,0.6889,4,0.6889,67.121,0.6889,39.2296,3,0.6889,5,2,1,50.0938,2,1,1.0,7,0.0716,0.6889,97,0.0,1,0.0,0.0437,4,-9,0.019,11,4,1,-4,1.0,1,1,4.0,1,0.141,3.0,45,4,4,1,0.0544,4,0.291,2,1,2,1.0,3,0
10383,3,5,3,1,5,7.5,4,6,1.0,5,4,4.5,4,3,5,5,5,6,13,7.0,5,95.3439,1,5,5,1,3.2857,1,1,6,1,5,74.1566,3.2857,5,3.2857,106.832,3.2857,66.9746,7,3.2857,5,2,1,75.4732,3,1,2.5,5,0.9852,3.2857,100,3.0,5,1.0,0.9996,8,-8,0.8104,47,8,2,1,8.5,2,1,4.5,1,0.9982,3.0,90,4,4,1,0.8221,3,0.9999,1,1,1,9.0,5,0
10396,-8,-8,3,-7,-8,3.5,-8,5,0.0,-8,-8,4.0,-8,4,4,4,-8,5,11,14.0,3,70.9603,1,3,4,1,1.3105,0,1,5,0,5,56.7388,1.3105,5,1.3105,77.5415,1.3105,51.5369,-4,1.3105,4,-7,1,60.2794,2,-4,1.5,3,0.3699,1.3105,56,1.0,0,1.0,0.1343,-8,3,0.0276,-8,-8,-4,3,12.5,1,-9,4.0,0,0.5165,2.0,20,4,4,1,0.113,3,0.9253,1,1,2,1.0,5,0
10400,-8,-8,3,-8,-8,1.0,-8,5,1.0,-8,-8,4.5,-8,3,5,5,-8,5,13,18.5,4,80.1874,-8,8,4,-8,1.4848,1,-8,5,1,2,60.9145,1.784,5,2.3883,85.7961,1.597,57.9649,-8,1.7275,5,-8,2,65.9557,1,-8,0.0,4,0.7689,1.7225,80,0.0,1,0.0,0.5016,-8,1,0.0519,-8,-8,-8,-7,0.0,-8,2,4.5,1,0.8167,4.0,-6,3,4,1,0.2636,3,0.992,1,1,2,15.0,5,0
10411,3,5,2,1,5,4.5,5,6,2.0,5,5,4.5,5,3,5,5,5,6,13,5.5,6,66.032,1,7,5,1,0.8821,2,1,6,1,5,52.9606,0.8821,4,0.8821,70.3621,0.8821,48.016,3,0.8821,5,1,1,57.2352,1,1,1.5,6,0.2076,0.8821,86,0.0,0,1.0,0.0541,3,1,0.0205,21,3,1,3,17.0,1,-8,4.5,0,0.2214,4.0,20,2,2,1,0.0814,2,0.8006,1,1,-8,7.0,4,0
10425,2,2,3,1,2,1.0,2,2,0.0,0,2,4.0,2,2,4,4,2,0,11,20.5,2,63.6729,1,6,4,1,2.0385,2,1,2,0,5,63.1584,2.0385,4,2.0385,90.1344,2.0385,46.3423,1,2.0385,4,2,2,55.8075,0,1,0.0,2,0.1595,2.0385,80,0.0,1,1.0,0.7662,7,2,0.0856,33,7,1,2,5.5,1,4,4.0,1,0.9052,2.0,5,1,3,1,0.0723,3,0.7098,2,2,3,0.0,4,0
10445,3,2,3,1,2,3.0,2,2,0.0,4,4,4.0,4,3,5,5,4,5,8,16.5,2,70.5784,1,3,5,1,2.2561,1,1,5,0,5,65.0776,2.2561,4,2.2561,93.5259,2.2561,51.2638,6,2.2561,5,1,1,60.0417,3,1,1.0,5,0.3542,2.2561,92,1.0,0,1.0,0.9055,4,1,0.1405,29,4,2,1,6.0,2,2,4.0,0,0.949,2.0,75,4,3,1,0.1097,3,0.9188,2,2,-9,3.0,5,0
10448,3,3,3,1,3,6.0,3,5,1.0,4,4,4.5,4,3,4,4,4,5,11,9.0,2,81.0886,2,6,4,2,2.0784,2,2,5,0,5,63.5105,2.0784,5,2.0784,90.7811,2.0784,58.561,1,2.0784,4,1,1,66.4937,2,1,3.0,2,0.7976,2.0784,60,1.0,0,1.0,0.7989,4,1,0.0934,-7,4,2,2,6.0,2,3,4.5,0,0.9151,3.0,15,4,2,1,0.2875,3,0.9936,1,1,2,16.0,5,0
10458,4,2,3,1,2,3.0,2,2,0.0,3,3,4.0,3,3,3,3,3,4,9,21.0,2,55.3807,1,3,4,1,1.0377,0,1,4,0,2,54.3329,1.0377,5,1.0377,72.9568,1.0377,40.3784,1,1.0377,3,1,1,50.9527,1,1,1.0,4,0.0785,1.0377,40,2.0,1,0.0,0.07,3,3,0.0223,39,3,1,4,6.0,1,3,4.0,1,0.3138,2.0,8,3,2,1,0.0559,4,0.3446,1,1,3,2.0,3,0
10508,-8,-8,3,-8,-8,0.0,-8,2,0.0,-8,-8,3.5,-8,3,-8,-8,-8,2,11,25.5,4,-9.0,-8,0,4,-8,1.3581,5,-8,4,0,3,57.1581,1.3581,5,1.3581,78.3519,1.3581,-8.0,-8,1.3581,3,-8,2,-8.0,1,-8,0.0,4,-8.0,1.3581,45,0.0,3,0.0,0.1537,-8,2,0.0289,-8,-8,-8,3,8.0,-8,-8,4.0,1,0.5529,0.0,-7,3,-9,-8,-8.0,3,-8.0,2,1,-8,2.0,-8,0
10512,4,1,3,1,1,0.0,2,1,0.0,1,2,4.0,2,1,1,1,2,1,6,31.5,2,57.0166,1,6,1,1,0.6283,2,1,2,0,2,50.7229,0.6283,4,0.6283,66.0936,0.6283,41.5882,2,0.6283,1,1,1,51.8892,0,1,0.0,2,0.0877,0.6283,75,0.0,0,0.0,0.0417,2,2,0.0187,53,2,1,2,0.0,1,1,4.0,0,0.123,3.0,-8,4,3,0,0.0579,2,0.4099,2,2,2,0.0,3,1
10564,3,4,3,2,4,1.0,4,5,0.0,4,4,4.0,4,5,5,5,4,5,11,28.0,5,75.5655,2,5,4,2,2.3476,5,2,5,0,5,65.8845,2.3476,4,2.3476,94.8612,2.3476,54.8021,5,2.3476,5,2,2,63.1411,1,1,0.0,5,0.5802,2.3476,90,0.0,0,1.0,0.9385,3,2,0.1744,25,3,2,1,1.0,2,2,4.0,0,0.9612,3.0,-7,3,3,1,0.1685,3,0.9747,1,1,1,0.0,5,1
10574,3,-7,3,-7,-7,0.0,7,-7,0.0,0,7,4.5,7,4,5,5,7,0,11,6.5,7,88.8134,2,0,5,4,2.1135,0,2,7,0,3,63.8196,2.1135,4,2.1135,91.3396,2.1135,63.3775,-7,2.1135,5,-7,2,71.0859,1,6,0.0,7,0.9435,2.1135,-6,0.0,0,0.0,0.825,6,2,0.101,-7,6,-7,-6,0.0,-7,1,4.5,0,0.923,0.5,-6,4,3,-9,0.5598,3,0.9991,1,1,1,5.0,5,0
10589,3,4,3,1,4,4.0,4,5,1.0,4,4,4.0,4,3,4,4,4,5,11,19.0,5,65.3173,1,12,4,1,2.5133,5,1,5,0,1,67.3454,2.5133,5,2.5133,97.1725,2.5133,47.5079,5,2.5133,5,1,1,56.8003,2,1,1.0,5,0.1913,2.5133,96,1.0,1,0.0,0.9731,4,-9,0.2562,35,4,1,2,4.0,1,2,4.0,1,0.9768,4.0,70,4,4,1,0.0783,3,0.775,1,1,-9,2.0,4,0
10591,3,3,3,1,3,8.0,4,4,2.0,3,4,4.5,4,4,3,4,4,4,11,13.0,5,83.6601,3,6,4,5,2.2383,0,3,5,0,5,64.9202,2.2383,4,2.2383,93.2597,2.2383,60.2203,4,2.2383,4,2,2,68.0132,2,1,2.0,5,0.864,2.2383,70,2.0,0,2.0,0.8975,5,2,0.1347,39,5,1,2,7.0,1,3,4.5,0,0.9463,3.0,25,4,3,1,0.3656,3,0.9967,1,1,1,12.0,5,0
10593,-8,-8,3,1,-8,2.0,-8,6,0.0,-8,-8,4.0,-8,4,5,5,-8,6,11,17.0,6,75.9716,2,8,5,2,1.5498,0,2,6,0,5,58.8492,1.5498,4,1.5498,81.6707,1.5498,55.086,5,1.5498,5,2,1,63.3916,2,1,1.0,6,0.599,1.5498,99,0.0,1,1.0,0.2707,-8,1,0.0362,-8,-8,2,1,2.0,2,-8,4.0,1,0.6888,4.0,80,3,3,1,0.1751,3,0.9771,2,1,-8,7.0,5,0
10599,-8,-8,3,1,-8,0.0,-8,4,0.0,-8,-8,4.0,-8,1,4,4,-8,2,7,23.0,0,79.67,1,4,3,1,1.0576,2,1,4,0,3,54.5084,1.0576,4,1.0576,73.2888,1.0576,57.6193,1,1.0576,3,3,2,65.6452,1,1,0.0,2,0.7512,1.0576,60,0.0,1,0.0,0.0728,-8,2,0.0226,-8,-8,2,-7,2.0,2,4,4.0,1,0.3273,2.0,-6,3,2,1,0.2506,3,0.9909,2,1,2,2.0,5,1
