STU_ID,P1TYPEPS,P1HIDEG2,S2TYPEPS2013,S3REPUTATION,X1PAR2EDU,X3TCREDAPIB,X1MOMEDU,X2PAR2EDU,X3TCREDAPMTH,X1DADEDU,P1HIDEG1,X3TAGPAWGT,X1PAR1EDU,S2FR4Y,X1SESQ5,X1SESQ5_U,X1PAREDU,X2DADEDU,X3THIMATH,X3TCREDGEN,X2MOMEDU,X2X1TXMSCR,X3WORK,X3THILANG,X2SESQ5_U,X3CLGANDWORK,X2TXMTH1,S2FR2YPUB,S3WORK,X2PAREDU,X3T1CREDCALC,X3THISCI,X2TXMTSCOR,X2TXMTH,X2REQLEVEL,X2TXMTH4,X2TXMSCR,X2TXMTH2,X1TXMSCR,S3CLGAPPNUM,X2TXMTH5,X2SESQ5,S3SOCIALLIFE,S2ANYAP,X1TXMTSCOR,S2PSATNUM,S3FOCUS,X3TCREDAPSS,X2PAR1EDU,X1TXMPROF4,X2TXMTH3,A2HIGHERED,X3TCREDAPENG,X3THIPHY,X3TCREDAPSCI,X2TXMPROF5,P1INCOMECAT,A1UNPREP,X2TXMPROF6,X1PAR2OCC2,X1FAMINCOME,S3CHOICEAPPCNTRL,A2PRNTINV,X3TCREDADV,S3CLGCNTRL,N1INVOLVEMNT,X3TGPAWGT,X3T1CREDPHYS,X2TXMPROF4,X3TCREDLANG,C2PCTAP,S2FRCLGEXAM,S2CANTAFFORD,S1PSAT,X1TXMPROF5,S2DEGREE2013,X1TXMPROF3,S2IMPACTIVITY,S2SUREBA,M1INVOLVEMNT,X3TCREDHON,X1TXMQUINT,undermatched
11994,4,4,3,1,4,6.0,2,5,1.0,4,2,4.5,2,3,4,4,4,5,11,11.5,2,58.1187,3,6,4,5,2.3253,1,3,5,0,5,65.6878,2.3253,4,2.3253,94.5401,2.3253,42.3901,1,2.3253,3,1,1,52.5273,2,1,2.0,2,0.0952,2.3253,92,2.0,1,1.0,0.9316,-9,1,0.1654,29,6,1,1,7.0,1,-9,4.5,1,0.9585,2.0,35,2,4,1,0.0596,4,0.4577,1,2,3,9.0,4,0
12011,3,5,3,1,5,10.0,7,7,2.0,5,7,4.75,7,3,5,5,7,6,13,5.0,7,97.4673,2,6,5,2,3.2145,5,2,7,1,5,73.5292,3.2145,5,3.2145,106.013,3.2145,67.9345,3,3.2145,5,3,1,77.0671,2,1,5.0,6,0.991,3.2145,80,0.0,1,2.0,0.9994,5,2,0.7694,25,5,2,2,8.0,1,3,4.75,1,0.9977,3.0,35,4,4,1,0.8857,3,0.9999,2,1,2,18.0,5,0
12017,-8,-8,-7,2,-8,3.0,-8,-7,1.0,-8,-8,4.0,-8,3,-8,-8,-8,0,13,17.0,6,-9.0,2,4,4,2,2.5502,1,2,6,1,2,67.6705,2.5502,4,2.5502,97.6716,2.5502,-8.0,4,2.5502,4,3,1,-8.0,1,1,1.0,6,-8.0,2.5502,100,1.0,1,0.0,0.9778,-8,2,0.2781,-8,-8,2,-7,5.0,2,1,4.0,1,0.9793,2.0,-6,3,3,-8,-8.0,-7,-8.0,1,2,1,3.0,-8,1
12024,3,5,3,1,5,2.0,5,6,1.0,5,5,4.0,5,5,5,5,5,6,13,17.0,6,66.7608,1,4,5,1,1.9209,5,1,6,1,1,62.1215,1.9209,5,1.9209,88.1698,1.9209,48.535,1,1.9209,5,2,1,57.6809,1,1,0.0,6,0.2261,1.9209,75,1.0,0,0.0,0.6527,4,3,0.067,25,4,2,2,4.0,2,-8,4.0,0,0.8702,2.0,25,4,3,1,0.0848,3,0.8248,2,1,-8,3.0,4,1
12030,3,5,3,1,5,5.0,4,6,2.0,5,4,4.5,4,3,5,5,5,6,13,8.0,5,89.2892,2,7,5,2,2.8783,5,2,6,1,5,70.5637,2.8783,5,2.8783,101.932,2.8783,63.6587,9,2.8783,5,3,1,71.3807,3,1,0.0,5,0.9482,2.8783,84,1.0,1,2.0,0.9961,6,2,0.5206,41,6,1,1,5.0,1,1,4.5,1,0.9929,3.0,23,3,4,1,0.5796,3,0.9992,1,1,1,12.0,5,0
12031,-8,-8,-8,-8,-8,0.0,-8,-8,0.0,-8,-8,4.0,-8,-8,4,4,-8,-8,8,7.0,-8,-8.0,-8,0,-8,-8,-8.0,-8,-8,-8,0,1,-8.0,-8.0,-8,-8.0,-8.0,-8.0,64.749,-8,-8.0,-8,-8,-8,72.5784,-8,-8,0.0,-8,0.9639,-8.0,90,0.0,0,0.0,-8.0,-8,-8,-8.0,-8,-8,-8,2,0.0,-8,2,4.0,0,-8.0,0.0,55,-8,-8,2,0.6588,-8,0.9995,-8,-8,-9,0.0,5,0
12051,4,4,3,1,4,2.0,4,5,0.0,4,4,4.5,4,5,5,5,4,5,8,8.0,5,61.2538,2,3,5,2,0.9302,5,2,5,0,1,53.3852,0.9302,4,0.9302,71.1653,0.9302,44.6307,3,0.9302,5,3,1,54.3661,1,1,2.0,5,0.1249,0.9302,76,0.0,1,0.0,0.0581,5,-9,0.021,43,5,-9,2,2.0,1,2,4.5,1,0.2474,3.0,65,4,3,1,0.0656,3,0.6021,2,2,-8,18.0,4,0
12055,3,4,3,1,4,3.0,4,6,0.0,4,4,4.5,4,4,5,5,4,0,11,21.5,5,53.5447,2,6,4,2,1.8116,1,2,6,0,5,61.1578,1.8116,4,1.8116,86.2799,1.8116,38.9906,4,1.8116,3,1,2,49.9189,2,1,0.0,5,0.0704,1.8116,97,1.0,1,1.0,0.5325,10,2,0.0545,29,10,-9,2,3.0,1,1,4.0,1,0.8287,3.0,30,4,3,1,0.0541,3,0.2809,1,1,3,9.0,3,0
12072,3,-9,3,1,4,6.0,4,-7,1.0,0,-9,4.0,4,1,4,4,4,0,13,19.0,5,91.8396,2,6,4,2,2.6,1,2,5,1,5,68.1102,2.6,4,2.6,98.3393,2.6,65.1288,5,2.6,4,1,1,73.0213,1,1,1.0,5,0.9684,2.6,50,1.0,5,3.0,0.9829,2,2,0.31,11,2,2,2,11.0,1,3,4.0,1,0.9823,3.0,10,4,3,2,0.6869,3,0.9996,2,1,4,0.0,5,0
12074,3,2,3,1,2,5.0,2,2,1.0,2,2,4.5,2,3,4,4,2,2,13,14.0,2,84.4704,3,0,3,5,2.1785,1,3,2,1,5,64.3933,2.1785,5,2.1785,92.3537,2.1785,60.7307,3,2.1785,3,2,1,68.4896,1,1,0.0,2,0.8807,2.1785,70,2.0,5,2.0,0.8666,5,3,0.1172,33,5,1,4,5.5,1,2,4.5,1,0.9361,2.0,12,4,4,2,0.393,3,0.9973,2,1,4,0.0,5,0
12088,3,3,3,-8,3,2.5,4,-7,0.0,3,4,4.0,4,3,5,5,4,0,11,12.5,5,73.4554,-8,0,4,-8,1.8321,5,-8,5,0,2,61.3385,1.8321,5,1.8321,86.6377,1.8321,53.3145,-8,1.8321,3,-8,1,61.8329,3,-8,1.5,5,0.4812,1.8321,65,1.0,1,0.0,0.5555,5,2,0.0566,11,5,-8,2,6.5,-8,2,4.0,1,0.8372,0.0,38,3,4,1,0.139,3,0.9579,2,-9,3,2.0,5,0
12093,-8,-8,3,1,-8,0.0,-8,2,0.0,-8,-8,4.0,-8,3,2,2,-8,2,6,31.5,2,52.6342,1,4,2,1,-0.6437,1,1,2,0,1,39.5063,-0.6437,4,-0.6437,42.9469,-0.6437,38.2906,2,-0.6437,2,1,2,49.413,1,1,0.0,2,0.0671,-0.6437,35,0.0,0,0.0,0.0325,-8,4,0.0161,-8,-8,-1,4,0.0,1,3,4.0,0,0.0306,2.0,-7,2,4,-9,0.0533,3,0.2533,1,1,4,0.0,3,0
12101,3,-7,3,1,-7,3.5,4,-7,0.0,0,4,4.0,4,3,5,5,4,0,11,20.5,5,71.342,1,5,5,1,2.2636,0,1,5,0,2,65.1438,2.2636,4,2.2636,93.6373,2.2636,51.8096,6,2.2636,4,2,1,60.5171,3,1,1.5,5,0.386,2.2636,98,2.0,1,0.0,0.9087,5,1,0.143,-7,5,1,1,7.5,1,1,4.0,1,0.9501,3.0,65,4,2,1,0.1164,3,0.9314,1,1,1,0.0,5,0
12115,3,2,3,1,2,0.0,2,2,0.0,2,2,4.0,2,3,3,3,2,2,8,32.0,2,77.9134,1,7,3,1,2.5499,1,1,2,0,2,67.6681,2.5499,4,2.5499,97.668,2.5499,56.4289,2,2.5499,3,2,2,64.5819,2,1,0.0,2,0.6839,2.5499,90,0.0,0,0.0,0.9777,3,2,0.278,45,3,1,1,0.5,1,2,4.0,0,0.9793,4.0,-7,4,4,2,0.2112,3,0.9859,2,1,2,0.0,5,0
12133,-9,2,-8,-9,2,0.0,2,-8,0.0,2,2,4.0,2,-8,3,3,2,-8,8,30.0,-8,-8.0,1,0,-8,1,-8.0,-8,1,-8,0,1,-8.0,-8.0,-8,-8.0,-8.0,-8.0,40.4942,-9,-8.0,-8,-9,-8,51.0408,-8,8,0.0,-8,0.0793,-8.0,-6,0.0,0,0.0,-8.0,-9,2,-8.0,11,4,-9,-6,0.0,-9,-8,4.0,0,-8.0,0.0,-6,-8,-8,0,0.0561,-8,0.3504,-8,-8,-8,0.0,3,1
12135,3,2,3,1,2,0.0,5,2,0.0,2,5,4.0,5,3,4,4,5,6,12,30.5,2,71.4476,2,6,5,2,1.1848,1,2,6,1,2,55.6299,1.1848,4,1.1848,75.4173,1.1848,51.885,3,1.1848,5,2,1,60.5829,1,1,0.0,6,0.3905,1.1848,85,0.0,0,0.0,0.0965,5,3,0.0247,51,5,2,3,1.0,1,3,4.0,0,0.4197,2.0,1,2,4,1,0.1174,3,0.933,2,1,-9,0.0,5,1
12143,3,4,3,1,4,5.0,4,5,1.0,4,4,4.0,4,3,5,5,4,5,11,13.5,5,73.9533,2,6,5,5,1.5214,1,2,5,0,3,58.5984,1.5214,4,1.5214,81.1734,1.5214,53.6672,4,1.5214,5,1,1,62.1424,1,1,2.0,5,0.5045,1.5214,86,2.0,1,0.0,0.249,7,2,0.0349,11,7,2,2,12.0,2,2,4.0,1,0.6702,2.0,35,4,4,1,0.1453,4,0.9626,1,1,2,0.0,5,0
12147,3,7,3,1,7,10.0,7,7,2.0,7,7,4.75,7,3,5,5,7,7,13,7.0,7,93.663,2,8,5,2,3.4292,0,2,7,1,5,75.4219,3.4292,5,3.4292,108.403,3.4292,66.1228,5,3.4292,5,2,1,74.2676,3,1,3.0,7,0.9785,3.4292,98,2.0,2,1.0,0.9998,7,2,0.8769,19,7,2,1,8.0,2,1,4.5,1,0.9989,4.0,20,4,4,0,0.7607,3,0.9998,1,1,-9,12.0,5,0
12155,3,4,3,1,4,3.0,2,5,0.0,4,2,4.0,2,4,4,4,4,5,11,18.0,2,54.2251,3,4,4,5,1.4658,0,3,5,0,5,58.1078,1.4658,4,1.4658,80.2056,1.4658,39.5087,2,1.4658,3,2,1,50.2998,1,1,1.0,2,0.0732,1.4658,-9,1.0,5,1.0,0.2111,6,-9,0.0325,51,6,1,1,4.0,1,1,4.0,1,0.632,2.0,-9,3,3,3,0.0547,4,0.3032,1,1,2,7.0,3,0
12158,-8,-8,3,1,-8,0.0,-8,1,0.0,-8,-8,4.0,-8,3,2,2,-8,1,8,23.5,2,54.1743,2,4,2,2,0.7013,2,2,2,0,1,51.367,0.7013,4,0.7013,67.3314,0.7013,39.4702,3,0.7013,2,2,1,50.2712,-9,1,0.0,2,0.0729,0.7013,70,0.0,0,0.0,0.0442,-8,1,0.0191,-8,-8,1,3,0.0,1,-8,4.0,0,0.1451,2.0,8,2,3,3,0.0547,3,0.3015,2,2,-8,4.0,3,0
12191,3,4,3,1,4,3.0,4,5,0.0,5,5,4.0,5,5,5,5,5,6,11,22.5,5,84.0715,1,7,5,1,2.2845,5,1,6,0,2,65.3282,2.2845,4,2.2845,93.9458,2.2845,60.4801,9,2.2845,5,3,1,68.255,3,1,0.0,6,0.8727,2.2845,100,2.0,1,0.0,0.9171,4,1,0.1502,27,4,2,1,3.0,2,-8,4.0,1,0.9531,4.0,80,4,2,2,0.3793,4,0.997,1,2,2,0.0,5,0
12205,4,2,3,2,2,0.0,2,2,0.0,2,2,4.0,2,3,4,5,2,2,5,27.0,2,57.7871,1,6,4,1,1.2099,1,1,2,0,2,55.8516,1.2099,4,1.2099,75.84,1.2099,42.1498,1,1.2099,4,2,2,52.3348,1,1,0.0,2,0.0928,1.2099,99,0.0,0,0.0,0.1027,7,-8,0.0252,11,7,1,1,0.0,1,-8,4.0,0,0.4388,3.0,28,3,4,0,0.059,4,0.4431,2,2,1,0.0,4,0
12233,-8,-8,3,1,-8,3.0,-8,5,1.0,-8,-8,4.75,-8,3,-8,-8,-8,5,13,10.0,6,-9.0,2,5,5,2,3.5991,1,2,6,1,2,69.1151,2.714,5,2.727,99.8363,1.3987,-8.0,10,1.9243,5,3,1,-8.0,3,8,1.0,6,-8.0,3.9208,100,1.0,1,0.0,0.9906,-8,-8,0.3908,-8,-8,1,1,3.0,1,1,4.5,1,0.9878,2.0,90,4,4,-8,-8.0,3,-8.0,2,1,1,19.0,-8,0
12237,3,5,3,2,5,1.0,7,6,1.0,5,7,4.0,7,4,5,5,7,6,13,11.0,7,72.3996,2,6,5,2,1.7162,0,2,7,1,2,60.316,1.7162,4,1.7162,84.6008,1.7162,52.564,5,1.7162,5,3,2,61.1758,1,1,0.0,7,0.4325,1.7162,87,0.0,1,0.0,0.4272,8,-9,0.0463,17,8,1,2,15.0,1,-9,4.0,1,0.7845,3.0,-9,3,3,1,0.127,3,0.9461,2,1,2,3.0,5,0
12247,-8,-8,3,-8,-8,0.0,-8,2,0.0,-8,-8,4.0,-8,3,4,4,-8,2,12,23.5,5,53.0188,-8,7,5,-8,2.1114,1,-8,5,0,1,63.8011,2.1114,4,2.1114,91.3064,2.1114,38.5872,-8,2.1114,4,-8,2,49.6262,2,-8,0.0,5,0.0685,2.1114,95,0.0,1,0.0,0.8235,-8,2,0.1005,-8,-8,-8,1,4.0,-8,1,4.0,1,0.9226,4.0,70,4,3,1,0.0536,2,0.2647,1,2,1,4.5,3,0
12276,2,2,3,1,2,4.5,1,2,0.0,2,-9,4.0,1,3,4,4,2,1,12,25.0,2,49.4341,1,6,2,1,1.5619,5,1,2,1,5,58.9556,1.5619,4,1.5619,81.8821,1.5619,35.775,2,1.5619,1,3,1,47.6621,1,1,1.5,1,0.0582,1.5619,50,1.5,1,1.5,0.2804,4,3,0.0368,11,4,2,2,3.0,2,4,4.0,1,0.6965,3.0,30,3,4,2,0.0512,3,0.176,1,2,2,0.0,2,0
12283,3,4,-8,1,4,7.0,4,-8,0.0,4,4,4.5,4,-8,5,5,4,-8,8,11.0,-8,-8.0,2,3,-8,2,-8.0,-8,2,-8,0,2,-8.0,-8.0,-8,-8.0,-8.0,-8.0,57.5538,3,-8.0,-8,2,-8,65.5864,-8,1,3.5,-8,0.7477,-8.0,75,3.0,1,0.0,-8.0,13,2,-8.0,11,13,1,2,4.5,1,-9,4.5,1,-8.0,1.0,-9,-8,-8,1,0.2483,-8,0.9907,-8,-8,2,10.5,5,0
12310,3,4,3,1,4,5.0,4,5,1.0,4,4,4.5,4,3,5,5,4,5,12,20.0,5,69.2263,2,7,5,2,2.5103,1,2,5,1,5,67.3191,2.5103,5,2.5103,97.1318,2.5103,50.2965,1,2.5103,5,3,1,59.2016,2,1,0.0,5,0.3027,2.5103,98,2.0,1,2.0,0.9727,9,2,0.2544,11,9,1,2,5.5,1,-8,4.0,1,0.9765,4.0,20,2,3,1,0.0994,2,0.8916,1,1,-8,8.0,5,0
12325,3,7,3,1,7,5.0,4,7,0.0,7,4,4.0,4,3,5,5,7,7,11,16.0,5,70.0928,2,3,5,2,1.2022,5,2,7,0,5,55.7836,1.2022,4,1.2022,75.7103,1.2022,50.9165,4,1.2022,5,2,1,59.7397,1,1,2.0,5,0.335,1.2022,25,1.0,5,2.0,0.1008,5,2,0.0251,29,5,1,3,7.0,1,4,4.0,1,0.4329,2.0,5,3,3,1,0.1058,3,0.9097,2,1,1,2.0,5,0
12339,3,2,3,1,2,3.0,2,2,2.0,4,4,4.5,4,3,4,4,4,5,13,17.0,2,66.1462,1,4,4,1,2.226,-9,1,5,1,3,64.8115,2.226,4,2.226,93.0748,2.226,48.0973,3,2.226,3,1,1,57.3049,2,1,1.0,5,0.2104,2.226,75,0.0,0,0.0,0.8916,4,3,0.1309,35,4,2,2,3.0,2,4,4.5,0,0.9443,2.0,35,4,3,3,0.0819,3,0.8046,1,1,3,10.0,4,0
12368,3,-7,3,2,-7,2.0,4,-7,0.0,0,4,4.0,4,3,4,4,4,0,12,18.0,5,85.0732,3,3,5,5,2.3236,1,3,5,1,1,65.6726,2.3236,4,2.3236,94.5151,2.3236,61.1067,9,2.3236,5,3,1,68.8442,3,1,0.0,5,0.8919,2.3236,65,2.0,1,0.0,0.931,3,3,0.1647,-7,3,1,4,4.0,1,-8,4.0,1,0.9583,2.0,-9,3,2,1,0.4143,3,0.9977,1,2,4,5.0,5,0
12378,3,2,3,1,2,0.0,2,2,0.0,7,7,4.0,7,3,5,5,7,7,11,28.5,2,64.2836,3,4,5,5,0.7181,1,3,7,0,1,51.515,0.7181,5,0.7181,67.6146,0.7181,46.7747,3,0.7181,5,1,2,56.1749,2,1,0.0,7,0.1704,0.7181,62,0.0,0,0.0,0.0449,5,2,0.0192,11,5,1,3,0.0,1,3,4.0,0,0.1509,2.0,-7,3,3,3,0.0744,3,0.735,1,1,3,5.0,4,0
12400,3,2,3,1,2,5.0,5,2,2.0,2,5,4.0,5,2,4,5,5,2,13,12.0,6,98.3242,3,8,4,5,3.0887,5,3,6,1,5,72.4195,3.0887,4,3.0887,104.52,3.0887,68.2804,11,3.0887,4,4,1,77.73,2,1,0.0,6,0.9927,3.0887,92,2.0,1,1.0,0.9988,4,1,0.685,49,4,2,2,17.0,2,-8,4.0,1,0.9965,4.0,35,4,2,1,0.9064,3,0.9999,2,1,-8,0.0,5,0
12405,3,5,3,1,5,5.0,4,6,1.0,5,4,4.5,4,3,5,5,5,6,13,16.0,5,83.7629,3,7,5,5,2.164,5,3,6,1,5,64.2652,2.164,4,2.164,92.1298,2.164,60.2853,5,2.164,5,1,1,68.0736,1,1,1.0,5,0.8662,2.164,98,2.0,1,1.0,0.858,6,3,0.1133,11,6,2,2,5.0,2,2,4.5,1,0.9333,4.0,50,4,3,1,0.369,3,0.9967,1,1,2,9.0,5,0
12418,3,-7,3,1,-7,3.5,4,-7,0.5,0,4,4.0,4,4,4,4,4,0,13,13.5,5,50.7003,1,0,4,1,1.0507,0,1,5,1,5,54.4477,1.0507,4,1.0507,73.1738,1.0507,36.7798,1,1.0507,4,3,1,48.3511,2,1,0.0,5,0.0613,1.0507,65,2.0,0,1.0,0.0718,4,2,0.0225,-7,4,1,3,6.5,1,2,4.0,0,0.3226,1.5,50,4,2,3,0.052,3,0.2032,2,-9,-8,0.0,3,0
12425,3,7,3,1,7,6.5,7,7,1.0,7,7,4.0,7,3,5,5,7,7,13,24.5,7,99.5687,1,5,5,1,3.623,5,1,7,1,5,77.131,3.623,4,3.623,110.273,3.623,68.739,8,3.623,5,2,1,78.7111,2,1,2.5,7,0.9947,3.623,80,2.0,1,1.0,0.9999,6,2,0.9359,19,6,2,-7,4.5,2,3,4.0,1,0.9995,3.0,-6,3,3,1,0.9314,3,1.0,1,2,-8,1.0,5,0
12445,3,4,3,1,4,7.0,4,5,1.0,7,7,4.5,7,4,5,5,7,7,13,14.0,5,77.9488,2,5,5,2,1.731,0,2,7,1,5,60.4471,1.731,5,1.731,84.8631,1.731,56.4532,10,1.731,5,2,1,64.6034,2,1,3.0,7,0.6853,1.731,98,2.0,1,1.0,0.4432,9,1,0.0474,11,9,2,1,7.0,2,1,4.5,1,0.7918,3.0,-9,4,3,1,0.2119,4,0.986,2,2,1,7.0,5,0
12449,3,2,3,1,2,1.0,4,-7,0.0,2,4,4.0,4,3,-8,-8,4,0,12,30.0,5,-9.0,1,4,3,1,1.4283,5,1,5,1,3,57.7779,1.4283,4,1.4283,79.5587,1.4283,-8.0,4,1.4283,3,1,1,-8.0,1,1,1.0,5,-8.0,1.4283,98,0.0,0,0.0,0.1889,6,3,0.0312,51,6,-1,2,0.0,1,2,4.0,0,0.6052,2.0,8,3,3,-8,-8.0,3,-8.0,2,1,3,2.0,-8,0
12461,3,4,3,1,4,6.0,3,5,1.0,4,3,4.5,3,2,5,5,4,5,13,12.0,5,76.2129,2,4,5,2,1.208,1,2,5,1,5,55.8346,1.208,4,1.208,75.8077,1.208,55.2542,3,1.208,5,1,1,63.5403,0,1,2.0,5,0.61,1.208,45,1.0,0,2.0,0.1022,6,4,0.0252,13,6,1,3,6.0,1,4,4.5,0,0.4374,2.0,1,0,3,2,0.1792,3,0.9785,1,1,4,11.0,5,0
12466,3,5,3,1,5,0.0,5,6,0.0,5,5,4.5,5,5,5,5,5,6,12,19.0,6,62.9639,3,8,5,5,1.9929,5,3,6,1,2,62.7564,1.9929,4,1.9929,89.3829,1.9929,45.8407,5,1.9929,5,2,1,55.3828,2,1,0.0,6,0.148,1.9929,67,0.0,1,0.0,0.725,8,1,0.0777,25,8,1,1,3.5,1,2,4.5,1,0.8927,4.0,-7,3,3,0,0.0701,3,0.6793,2,1,3,10.0,4,0
12472,3,3,3,2,3,0.0,3,4,0.0,3,3,4.0,3,3,4,5,3,4,8,28.5,4,60.7263,1,4,5,1,1.7723,0,1,4,0,2,60.8113,1.7723,4,1.7723,85.5906,1.7723,44.2565,1,1.7723,4,1,1,54.0544,2,1,0.0,4,0.1189,1.7723,50,0.0,0,0.0,0.4885,6,3,0.0508,51,6,1,3,1.0,1,3,4.0,0,0.8114,2.0,-7,3,4,1,0.0644,3,0.5776,1,1,3,0.0,4,1
12485,3,5,3,1,5,8.0,4,6,2.0,5,4,4.5,4,3,5,5,5,6,13,13.5,5,99.4948,2,5,5,2,3.2674,2,2,6,1,5,73.995,3.2674,5,3.2674,106.623,3.2674,68.7133,14,3.2674,5,2,1,78.6523,2,1,2.0,5,0.9946,3.2674,72,2.0,5,2.0,0.9995,8,-9,0.8003,11,8,1,3,11.0,1,2,4.0,1,0.9981,3.0,10,3,4,1,0.93,3,1.0,2,1,2,0.0,5,0
12497,2,2,3,1,2,2.0,3,2,0.0,2,3,4.0,3,3,5,5,3,2,12,13.0,4,81.3535,2,3,4,2,1.2519,2,2,4,0,5,56.2223,1.2519,4,1.2519,76.5489,1.2519,58.7348,1,1.2519,4,2,1,66.6512,1,1,0.0,4,0.8055,1.2519,73,0.0,0,2.0,0.1145,4,-8,0.0262,11,4,1,4,6.0,1,2,4.0,0,0.4712,1.0,15,4,4,0,0.2949,3,0.994,2,1,4,2.5,5,1
12505,-8,-8,3,-4,-8,13.0,-8,7,2.0,-8,-8,4.5,-8,3,-8,-8,-8,7,13,15.0,6,-9.0,2,12,5,2,0.5685,1,2,7,1,5,50.1956,0.5685,5,0.5685,65.073,0.5685,-8.0,-4,0.5685,5,-4,2,-8.0,-9,1,4.0,6,-8.0,0.5685,97,2.0,5,3.0,0.04,-8,3,0.0183,-8,-8,-4,2,17.0,2,-8,4.5,1,0.1079,4.0,65,-9,3,-8,-8.0,4,-8.0,1,2,3,0.5,-8,0
12511,3,3,3,1,3,3.0,5,4,0.0,3,5,4.0,5,3,5,5,5,4,11,22.5,6,55.1108,1,4,5,1,0.7505,1,1,6,0,5,51.8002,0.7505,4,0.7505,68.159,0.7505,40.1764,1,0.7505,5,1,1,50.7995,0,1,1.0,6,0.0772,0.7505,99,0.0,0,2.0,0.0463,8,1,0.0194,33,8,2,1,3.0,2,-8,4.0,0,0.1627,2.0,80,2,3,1,0.0556,4,0.3345,1,1,-8,0.0,3,0
12532,3,4,-8,1,4,13.0,4,5,2.0,7,7,4.5,7,-8,5,5,7,7,13,8.5,5,-8.0,2,11,5,2,-8.0,-8,2,7,1,5,-8.0,-8.0,-8,-8.0,-8.0,-8.0,68.833,16,-8.0,5,3,-8,78.9298,-8,1,3.0,7,0.995,-8.0,92,2.0,5,4.0,-8.0,13,1,-8.0,29,13,-9,1,14.0,2,1,4.5,1,-8.0,4.0,90,-8,-8,1,0.9361,-8,1.0,-8,-8,1,3.0,5,0
12538,3,-7,3,1,-7,4.0,2,4,1.0,0,2,4.5,2,3,1,1,2,4,13,12.5,2,86.5147,2,8,2,2,3.1331,1,2,4,1,1,72.8108,3.1331,4,3.1331,105.052,3.1331,61.9942,5,3.1331,3,2,1,69.6967,2,1,1.0,2,0.9151,3.1331,78,2.0,1,0.0,0.999,2,2,0.7164,-7,2,1,2,4.0,1,-8,4.5,1,0.997,4.0,20,4,3,2,0.4678,3,0.9984,1,1,2,13.0,5,0
12548,3,4,4,1,4,0.0,2,5,0.0,4,2,4.0,2,3,4,4,4,5,12,27.0,2,96.2414,1,7,4,1,2.5316,5,1,5,1,1,67.5065,2.5316,4,2.5316,97.4204,2.5316,67.3975,3,2.5316,4,1,2,76.1379,2,1,0.0,2,0.988,2.5316,97,0.0,1,0.0,0.9755,4,1,0.2669,13,4,2,1,0.0,2,2,4.0,1,0.9781,4.0,-7,3,3,1,0.851,4,0.9999,2,1,2,0.0,5,0
12579,3,7,3,1,7,0.0,4,7,0.0,7,4,4.0,4,5,5,5,7,7,12,20.0,5,80.4905,1,4,5,1,2.1243,5,1,7,1,2,63.9152,2.1243,4,2.1243,91.5107,2.1243,58.1663,1,2.1243,5,2,2,66.1371,2,1,0.0,5,0.7789,2.1243,77,0.0,0,0.0,0.8325,5,2,0.1035,25,5,1,1,7.0,1,3,4.0,0,0.9254,2.0,-7,3,4,1,0.2714,3,0.9926,2,1,3,2.0,5,0
12592,3,5,3,1,5,1.0,4,6,0.0,5,4,4.0,4,3,5,5,5,6,11,28.5,5,74.2367,1,5,5,1,1.1999,1,1,6,0,1,55.763,1.1999,5,1.1999,75.6711,1.1999,53.8675,6,1.1999,5,3,1,62.3183,3,1,1.0,5,0.5179,1.1999,94,0.0,0,0.0,0.1002,5,-9,0.025,21,5,2,2,1.0,2,-8,4.0,0,0.4312,3.0,30,3,1,1,0.1491,3,0.9651,2,1,-9,2.0,5,0
12606,3,2,3,1,2,7.0,2,2,1.0,2,2,4.5,2,3,3,3,2,2,13,11.0,2,90.9916,3,8,3,5,3.2994,1,3,2,1,5,74.2775,3.2994,5,3.2994,106.987,3.2994,64.6482,4,3.2994,4,2,1,72.4633,3,1,3.0,2,0.9626,3.2994,71,1.0,1,1.0,0.9996,5,3,0.8176,11,5,1,2,8.5,1,3,4.5,1,0.9983,3.0,3,3,3,1,0.6513,3,0.9995,2,1,2,6.0,5,0
12651,3,3,3,1,3,4.0,4,4,1.0,3,4,4.5,4,1,5,5,4,4,13,18.5,5,88.46,2,4,5,2,2.401,2,2,5,1,5,66.3549,2.401,5,2.401,95.6189,2.401,63.1673,4,2.401,5,3,1,70.8688,1,1,0.0,5,0.9397,2.401,70,1.0,3,2.0,0.9526,5,2,0.1977,13,5,1,2,7.0,1,2,4.0,1,0.967,2.0,15,2,3,1,0.5453,3,0.999,2,1,2,5.0,5,0
12652,3,2,3,1,2,0.0,2,2,0.0,2,2,4.5,2,4,3,3,2,2,7,23.0,2,66.1045,3,4,3,5,1.5737,0,3,2,0,2,59.0596,1.5737,4,1.5737,82.0891,1.5737,48.0676,2,1.5737,3,2,2,57.2795,1,1,0.0,2,0.2094,1.5737,30,0.0,0,0.0,0.2902,4,-8,0.0374,11,4,2,4,1.0,2,3,4.0,0,0.704,2.0,-7,4,3,3,0.0817,3,0.8031,2,1,3,4.0,4,0
